Order ID,Order Date,Order Priority,Order Quantity,Total Sales,Total Cost of Good sold,Total Discount,Total Shipping Cost,Margin,Ship Date,Ship Mode,Customer Name,Product ID,Durée de livraison,Part de livraison dans les revenus
48167,09-06-2012,Critical,45,"5,289","4,035",423,13,817,09-08-2012,Regular Air,Dana Kaydos,1025,2,0.25%
48167,09-06-2012,Critical,43,896,718,72,105,1,09-08-2012,Delivery Truck,Dana Kaydos,14,2,11.75%
48167,09-06-2012,Critical,27,292,252,35,90,-86,09-09-2012,Delivery Truck,Dana Kaydos,1263,3,30.86%
48192,12-16-2012,Critical,15,"7,599","6,090",0,54,"1,455",12-18-2012,Delivery Truck,Jill Matthias,52,2,0.71%
48195,11-27-2013,Not Specified,35,"4,060","3,276",487,9,288,11-29-2013,Regular Air,Ruben Ausman,413,2,0.22%
48195,11-27-2013,Not Specified,47,"1,260","1,086",25,30,118,11-30-2013,Regular Air,Ruben Ausman,339,3,2.38%
48195,11-27-2013,Not Specified,35,78,66,8,4,1,11-29-2013,Regular Air,Ruben Ausman,259,2,4.82%
48197,05-05-2015,Not Specified,32,181,157,18,22,-15,05-07-2015,Regular Air,Anthony O'Donnell,395,2,11.95%
48198,11-20-2012,Critical,45,"3,095","2,506",62,5,522,11-22-2012,Regular Air,Sean Christensen,227,2,0.17%
48198,11-20-2012,Critical,7,"1,524","1,202",198,22,103,11-23-2012,Delivery Truck,Sean Christensen,24,3,1.45%
48199,01-18-2012,Not Specified,47,"4,704","3,757",611,2,333,01-20-2012,Regular Air,Erica Bern,777,2,0.04%
48226,01-06-2012,Low,23,429,328,13,54,34,01-09-2012,Delivery Truck,Corey Roper,114,3,12.54%
48230,02-25-2012,Not Specified,31,"1,138",967,0,53,118,02-27-2012,Regular Air,Dana Kaydos,209,2,4.61%
48230,02-25-2012,Not Specified,39,"9,435","9,435",566,13,-579,02-27-2012,Express Air,Dana Kaydos,509,2,0.14%
48257,04-22-2012,Low,45,172,149,5,8,9,04-25-2012,Regular Air,Christina Anderson,1049,3,4.73%
48261,03-18-2014,Medium,15,119,101,2,45,-30,03-20-2014,Delivery Truck,Michael Dominguez,38,2,37.88%
48263,03-09-2013,Medium,25,902,740,90,2,70,03-11-2013,Regular Air,Alex Grayson,1160,2,0.20%
48263,03-09-2013,Medium,28,334,289,43,11,-10,03-11-2013,Regular Air,Alex Grayson,1011,2,3.37%
48288,07-22-2014,Medium,25,"2,115","1,598",233,82,202,07-25-2014,Delivery Truck,Nicole Brennan,51,3,3.88%
48293,04-09-2015,Critical,47,"3,275","2,539",131,2,603,04-11-2015,Regular Air,Victoria Pisteka,821,2,0.06%
48294,05-26-2013,High,43,359,312,7,1,38,05-29-2013,Regular Air,Aaron Hawkins,309,3,0.41%
48295,11-23-2012,Medium,48,91,79,6,21,-15,11-26-2012,Regular Air,Bryan Mills,245,3,22.97%
48321,07-29-2013,High,31,792,635,24,30,103,07-31-2013,Regular Air,Tim Brockman,109,2,3.79%
48322,03-04-2015,Medium,14,"3,880","3,142",272,1,466,03-06-2015,Regular Air,Paul Van Hugh,824,2,0.03%
48327,08-10-2012,Not Specified,14,"2,820","2,450",113,6,252,08-13-2012,Regular Air,Jennifer Jackson,866,3,0.20%
48353,12-15-2015,Not Specified,18,41,33,2,1,5,12-17-2015,Regular Air,Jeremy Pistek,988,2,2.55%
48354,04-20-2014,Medium,25,472,378,19,21,53,04-23-2014,Express Air,Lisa Ryan,364,3,4.55%
48357,03-28-2012,Not Specified,16,"3,102","2,486",186,21,409,03-30-2012,Regular Air,Eileen Kiefer,165,2,0.68%
48385,09-18-2012,Medium,16,210,176,4,7,22,09-20-2012,Regular Air,Phillina Ober,698,2,3.30%
48388,08-09-2012,High,3,"1,091",902,120,8,62,08-12-2012,Regular Air,Marina Lichtenstein,896,3,0.69%
48391,10-29-2013,Not Specified,45,476,411,62,8,-5,11-01-2013,Regular Air,Nick Crebassa,964,3,1.72%
48416,07-06-2012,Not Specified,23,"1,387","1,200",28,7,151,07-09-2012,Regular Air,Ken Dana,1180,3,0.53%
48420,10-11-2012,Low,46,69,58,8,9,-7,10-14-2012,Express Air,Berenike Kampe,635,3,13.31%
48423,10-31-2015,High,49,"1,440","1,166",158,12,103,11-02-2015,Regular Air,Henia Zydlo,657,2,0.86%
48448,11-16-2015,Low,20,84,65,10,1,7,11-18-2015,Regular Air,Joel Eaton,512,2,1.77%
48452,10-09-2013,High,44,"1,900","1,570",76,10,243,10-12-2013,Regular Air,Giulietta Weimer,1050,3,0.55%
48452,10-09-2013,High,19,"1,951","1,508",254,30,160,10-12-2013,Regular Air,Giulietta Weimer,244,3,1.54%
48452,10-09-2013,High,28,74,64,4,1,5,10-11-2013,Regular Air,Giulietta Weimer,1061,2,1.43%
48452,10-09-2013,High,15,184,153,20,7,4,10-11-2013,Regular Air,Giulietta Weimer,1112,2,4.05%
48452,10-09-2013,High,32,167,123,20,45,-21,10-12-2013,Delivery Truck,Giulietta Weimer,414,3,26.90%
48453,07-26-2012,Medium,50,"2,710","2,187",163,7,353,07-28-2012,Regular Air,Victoria Wilson,624,2,0.27%
48455,06-02-2012,Critical,34,"2,323","1,843",93,17,370,06-04-2012,Regular Air,Amy Cox,671,2,0.75%
48455,06-02-2012,Critical,17,167,143,12,5,7,06-04-2012,Regular Air,Amy Cox,457,2,3.02%
48455,06-02-2012,Critical,2,210,183,17,9,1,06-05-2012,Regular Air,Amy Cox,1087,3,4.46%
48480,01-02-2013,Critical,32,"2,510","1,862",326,149,174,01-05-2013,Delivery Truck,Sean Wendt,18,3,5.92%
48483,12-10-2012,Critical,18,"3,191","2,752",0,2,438,12-12-2012,Express Air,Steve Nguyen,974,2,0.05%
48484,06-23-2013,Medium,22,"1,311","1,058",92,3,158,06-26-2013,Regular Air,Barbara Fisher,684,3,0.23%
48484,06-23-2013,Medium,43,830,688,0,14,128,06-26-2013,Regular Air,Barbara Fisher,507,3,1.63%
48484,06-23-2013,Medium,41,363,308,40,10,4,06-25-2013,Express Air,Barbara Fisher,608,2,2.76%
48484,06-23-2013,Medium,50,816,706,98,13,-2,06-26-2013,Regular Air,Barbara Fisher,243,3,1.65%
48486,05-12-2014,High,42,17,14,2,12,-11,05-15-2014,Regular Air,Frank Merwin,1034,3,71.13%
48487,01-11-2013,Low,27,185,161,0,2,22,01-14-2013,Regular Air,Carol Triggs,690,3,1.21%
48512,08-03-2014,Not Specified,48,885,747,53,7,78,08-05-2014,Regular Air,Cyra Reiten,1165,2,0.80%
48512,08-03-2014,Not Specified,47,239,208,14,1,16,08-06-2014,Express Air,Cyra Reiten,958,3,0.51%
48515,12-20-2014,Critical,47,"7,644","6,147",153,3,"1,341",12-23-2014,Express Air,Barry Gonzalez,631,3,0.04%
48518,04-02-2012,Medium,17,398,340,52,8,-1,04-05-2012,Express Air,Scot Coram,367,3,1.91%
48544,05-16-2014,High,44,420,363,8,1,47,05-18-2014,Regular Air,Jack O'Briant,430,2,0.35%
48548,03-26-2014,Critical,3,214,183,9,6,16,03-28-2014,Regular Air,Astrea Jones,807,2,2.78%
48576,12-01-2015,Not Specified,17,"6,971","5,423",697,2,849,12-03-2015,Regular Air,Sandra Glassco,432,2,0.03%
48576,12-01-2015,Not Specified,47,485,418,39,11,17,12-03-2015,Regular Air,Sandra Glassco,1059,2,2.32%
48577,07-08-2015,Medium,6,206,178,6,8,14,07-11-2015,Regular Air,Roy Collins,719,3,3.71%
48609,02-24-2013,High,26,"1,008",872,0,12,124,02-27-2013,Regular Air,Pauline Johnson,1045,3,1.17%
48609,02-24-2013,High,5,168,146,10,6,6,02-27-2013,Express Air,Pauline Johnson,1108,3,3.80%
48614,05-31-2015,Critical,46,"11,871","9,326",237,13,"2,294",06-03-2015,Regular Air,Nathan Mautz,57,3,0.11%
48615,12-03-2015,Low,4,"2,416","2,083",266,1,66,12-06-2015,Regular Air,George Bell,817,3,0.03%
48615,12-03-2015,Low,8,17,14,1,22,-21,12-05-2015,Regular Air,George Bell,673,2,134.65%
48641,12-05-2014,High,13,138,118,0,1,19,12-08-2014,Regular Air,Benjamin Venier,840,3,0.87%
48642,02-01-2013,High,36,707,607,0,1,98,02-04-2013,Regular Air,Matt Collister,824,3,0.15%
48642,02-01-2013,High,4,438,357,35,5,41,02-03-2013,Regular Air,Matt Collister,603,2,1.20%
48642,02-01-2013,High,50,106,85,7,7,6,02-04-2013,Express Air,Matt Collister,151,3,6.94%
48642,02-01-2013,High,5,35,28,1,11,-5,02-04-2013,Express Air,Matt Collister,352,3,31.06%
48643,10-18-2015,Medium,6,"11,319","9,691",906,1,721,10-21-2015,Regular Air,Laurel Elliston,961,3,0.01%
48643,10-18-2015,Medium,50,17,15,0,13,-11,10-21-2015,Regular Air,Laurel Elliston,289,3,78.04%
48643,10-18-2015,Medium,14,187,157,15,83,-68,10-21-2015,Delivery Truck,Laurel Elliston,85,3,44.31%
48672,12-26-2015,High,43,65,56,0,5,3,12-28-2015,Regular Air,Nora Paige,666,2,7.81%
48673,04-26-2015,Not Specified,36,"5,533","4,495",221,13,804,04-29-2015,Regular Air,Penelope Sewall,536,3,0.24%
48704,01-09-2015,High,11,"2,500","2,172",50,13,265,01-12-2015,Regular Air,Kelly Andreada,270,3,0.54%
48706,10-30-2015,Low,28,227,190,27,1,8,11-02-2015,Regular Air,Erica Hernandez,1137,3,0.46%
48706,10-30-2015,Low,18,187,151,22,17,-3,11-02-2015,Regular Air,Erica Hernandez,1250,3,8.96%
48709,08-28-2014,High,17,250,204,5,6,35,08-30-2014,Regular Air,Helen Andreada,1201,2,2.57%
48710,11-25-2012,Medium,4,505,432,10,2,60,11-27-2012,Regular Air,Cynthia Arntzen,789,2,0.48%
48742,04-17-2015,Not Specified,42,551,445,22,2,82,04-19-2015,Regular Air,Roger Demir,639,2,0.41%
48772,05-12-2012,Medium,44,"9,016","7,201","1,082",30,702,05-15-2012,Regular Air,Aaron Smayling,397,3,0.33%
48772,05-12-2012,Medium,11,"3,462","2,933",69,12,449,05-14-2012,Regular Air,Aaron Smayling,1045,2,0.34%
48772,05-12-2012,Medium,10,39,32,3,2,2,05-15-2012,Regular Air,Aaron Smayling,1093,3,6.21%
48772,05-12-2012,Medium,12,59,48,4,6,1,05-15-2012,Regular Air,Aaron Smayling,1143,3,10.67%
48772,05-12-2012,Medium,18,71,62,8,3,-2,05-14-2012,Regular Air,Aaron Smayling,1163,2,4.86%
48773,01-15-2012,Medium,7,"1,965","1,480",157,3,324,01-18-2012,Regular Air,Amy Cox,1027,3,0.17%
48774,08-09-2015,High,31,350,305,21,94,-71,08-11-2015,Delivery Truck,Dionis Lloyd,213,2,26.96%
48775,09-06-2012,Low,17,272,236,33,10,-6,09-08-2012,Regular Air,Craig Carroll,1214,2,3.78%
48800,10-22-2013,Not Specified,8,36,31,2,37,-34,10-24-2013,Regular Air,Parhena Norris,42,2,102.61%
48801,10-13-2015,High,43,465,366,9,17,72,10-16-2015,Regular Air,Cassandra Brandow,398,3,3.58%
48803,11-09-2015,Critical,19,639,553,45,7,34,11-12-2015,Regular Air,Christopher Martinez,576,3,1.10%
48832,05-05-2013,High,48,43,36,1,45,-40,05-08-2013,Delivery Truck,Bobby Trafton,178,3,105.04%
48836,02-14-2012,Critical,8,"4,367","3,477",524,60,306,02-16-2012,Delivery Truck,Nicole Brennan,9,2,1.38%
48837,07-18-2014,Not Specified,39,428,369,51,6,2,07-20-2014,Regular Air,Tanja Norvell,127,2,1.37%
48839,07-10-2013,Critical,1,"9,797","8,479",686,1,631,07-13-2013,Regular Air,Carlos Daly,484,3,0.01%
48868,06-13-2015,Not Specified,43,"7,862","5,794",786,6,"1,276",06-16-2015,Regular Air,Paul Stevenson,123,3,0.08%
48868,06-13-2015,Not Specified,47,376,324,26,53,-27,06-15-2015,Express Air,Paul Stevenson,34,2,13.98%
48896,10-28-2012,Critical,43,18,14,1,14,-12,10-30-2012,Regular Air,Patrick Jones,596,2,81.68%
48900,03-22-2012,Not Specified,27,924,745,37,10,132,03-25-2012,Regular Air,Jack O'Briant,903,3,1.03%
48900,03-22-2012,Not Specified,42,332,286,36,7,2,03-24-2012,Regular Air,Jack O'Briant,384,2,2.05%
48902,10-23-2015,Medium,7,49,42,1,11,-5,10-25-2015,Regular Air,Benjamin Patterson,1059,2,22.80%
48929,10-22-2012,High,1,777,667,16,30,64,10-24-2012,Regular Air,Sara Luxemburg,585,2,3.86%
48929,10-22-2012,High,45,131,113,5,9,4,10-25-2012,Regular Air,Sara Luxemburg,462,3,6.71%
48931,06-17-2012,Low,33,"28,000","24,235",0,6,"3,759",06-20-2012,Regular Air,Charles Sheldon,373,3,0.02%
48931,06-17-2012,Low,8,691,552,14,10,116,06-20-2012,Regular Air,Charles Sheldon,306,3,1.41%
48931,06-17-2012,Low,42,248,186,10,30,22,06-19-2012,Regular Air,Charles Sheldon,405,2,12.10%
48935,01-07-2013,Low,21,"2,786","2,210",0,1,575,01-09-2013,Regular Air,Jill Matthias,767,2,0.03%
48961,07-21-2012,Not Specified,25,548,471,71,12,-6,07-24-2012,Express Air,John Lucas,610,3,2.10%
48961,07-21-2012,Not Specified,24,40,34,5,25,-25,07-23-2012,Regular Air,John Lucas,1142,2,63.61%
48963,10-19-2013,Not Specified,12,"2,156","1,866",216,9,65,10-21-2013,Regular Air,David Flashing,1028,2,0.41%
48993,05-31-2015,Low,17,"6,084","4,942",669,9,463,06-03-2015,Express Air,Russell D'Ascenzo,1139,3,0.15%
48994,10-22-2013,Not Specified,6,35,31,1,53,-49,10-25-2013,Regular Air,Christy Brittain,34,3,148.14%
48998,02-16-2012,Low,15,795,694,48,10,44,02-19-2012,Regular Air,Sharelle Roach,734,3,1.31%
49026,03-07-2014,Low,36,103,90,7,13,-7,03-10-2014,Regular Air,Roland Fjeld,683,3,13.08%
49027,04-11-2014,High,41,194,156,21,13,4,04-14-2014,Regular Air,Fred Harton,463,3,6.94%
49029,05-20-2015,High,49,740,633,59,6,41,05-23-2015,Express Air,Jim Sink,123,3,0.81%
49056,10-01-2012,High,5,20,17,1,8,-6,10-03-2012,Regular Air,Cathy Hwang,161,2,37.54%
49056,10-01-2012,High,46,10,8,1,13,-11,10-03-2012,Regular Air,Cathy Hwang,975,2,128.05%
49059,09-20-2012,Medium,5,139,120,4,9,6,09-23-2012,Regular Air,Christina DeMoss,444,3,6.28%
49059,09-20-2012,Medium,48,17,15,2,1,0,09-23-2012,Regular Air,Christina DeMoss,888,3,4.36%
49062,04-11-2015,Low,33,439,328,0,3,108,04-14-2015,Regular Air,Ed Braxton,948,3,0.69%
49088,09-23-2012,Critical,31,"4,192","3,138",335,26,693,09-25-2012,Regular Air,Kristina Nunn,452,2,0.63%
49088,09-23-2012,Critical,16,41,36,2,4,0,09-26-2012,Regular Air,Kristina Nunn,510,3,10.24%
49088,09-23-2012,Critical,15,130,98,9,53,-30,09-26-2012,Express Air,Kristina Nunn,22,3,40.41%
49094,09-03-2015,Critical,31,28,24,1,6,-3,09-06-2015,Regular Air,Brian Stugart,354,3,21.49%
49123,02-25-2012,High,3,324,278,26,3,17,02-27-2012,Regular Air,Mick Crebagga,583,2,0.92%
49123,02-25-2012,High,31,110,95,14,9,-8,02-28-2012,Regular Air,Mick Crebagga,1122,3,7.83%
49125,03-29-2012,Not Specified,29,852,648,60,11,133,04-01-2012,Express Air,Edward Becker,1222,3,1.35%
49126,07-10-2014,Low,33,"2,174","1,766",0,45,363,07-13-2014,Delivery Truck,Mark Cousins,29,3,2.07%
49153,07-28-2015,Medium,31,"6,300","5,118",441,45,696,07-30-2015,Delivery Truck,Barbara Fisher,336,2,0.71%
49154,03-06-2012,Medium,26,98,85,10,74,-70,03-08-2012,Regular Air,Joy Bell,345,2,74.76%
49155,09-18-2013,Low,22,"1,386","1,118",97,13,157,09-21-2013,Regular Air,Meg Tillman,57,3,0.97%
49189,01-15-2014,Critical,32,95,77,8,2,8,01-18-2014,Regular Air,Brian Thompson,923,3,2.19%
49190,12-11-2015,High,4,280,210,34,3,34,12-13-2015,Regular Air,Evan Henry,748,2,1.07%
49216,03-19-2012,High,11,"9,604","7,697","1,248",19,639,03-22-2012,Regular Air,Noah Childs,578,3,0.20%
49216,03-19-2012,High,29,"2,439","1,974",0,10,455,03-21-2012,Express Air,Noah Childs,903,2,0.39%
49216,03-19-2012,High,28,168,146,3,6,13,03-22-2012,Regular Air,Noah Childs,895,3,3.55%
49216,03-19-2012,High,9,274,236,22,42,-25,03-21-2012,Delivery Truck,Noah Childs,64,2,15.35%
49218,06-04-2013,Low,21,110,95,13,8,-6,06-06-2013,Regular Air,Ann Steele,1099,2,7.16%
49220,08-13-2014,Critical,13,25,21,2,5,-3,08-15-2014,Regular Air,Evan Bailliet,949,2,21.01%
49221,07-03-2013,Not Specified,41,396,339,12,10,35,07-06-2013,Regular Air,Maureen Fritzler,972,3,2.49%
49221,07-03-2013,Not Specified,22,45,39,3,13,-9,07-05-2013,Regular Air,Maureen Fritzler,628,2,28.14%
49223,10-02-2014,Medium,24,"1,271","1,104",89,11,67,10-05-2014,Regular Air,Chuck Clark,847,3,0.86%
49255,06-22-2015,High,20,266,230,32,40,-36,06-25-2015,Delivery Truck,Mark Cousins,1256,3,15.16%
49283,12-11-2012,High,25,"5,312","4,215",106,10,981,12-14-2012,Regular Air,Shaun Weien,715,3,0.18%
49312,02-21-2014,Critical,30,78,67,0,11,-1,02-24-2014,Regular Air,Deanra Eno,1210,3,14.54%
49312,02-21-2014,Critical,19,13,11,2,9,-8,02-23-2014,Express Air,Deanra Eno,83,2,68.95%
49313,10-04-2012,Medium,34,"3,857","2,971",501,7,377,10-07-2012,Express Air,Grant Carroll,798,3,0.19%
49313,10-04-2012,Medium,36,319,257,22,2,37,10-06-2012,Regular Air,Grant Carroll,623,2,0.59%
49319,08-25-2014,Low,13,636,474,76,8,77,08-28-2014,Regular Air,Karen Bern,709,3,1.30%
49319,08-25-2014,Low,40,96,74,2,9,10,08-27-2014,Regular Air,Karen Bern,1012,2,9.63%
49344,12-30-2015,Low,31,590,441,0,6,144,01-02-2016,Regular Air,Maribeth Yedwab,372,3,1.02%
49344,12-30-2015,Low,1,619,482,74,37,27,01-01-2016,Regular Air,Maribeth Yedwab,131,2,5.93%
49346,05-05-2014,Not Specified,8,707,590,92,4,20,05-07-2014,Regular Air,Rick Hansen,557,2,0.60%
49346,05-05-2014,Not Specified,50,98,79,6,8,4,05-07-2014,Regular Air,Rick Hansen,968,2,8.55%
49349,06-01-2014,High,11,645,556,64,8,17,06-03-2014,Regular Air,Olvera Toch,724,2,1.17%
49349,06-01-2014,High,23,125,108,2,90,-76,06-04-2014,Delivery Truck,Olvera Toch,399,3,72.15%
49350,08-22-2015,High,50,375,302,7,17,48,08-25-2015,Regular Air,Laura Armstrong,1250,3,4.47%
49351,03-30-2015,Low,27,833,618,67,1,147,04-01-2015,Regular Air,Michelle Moray,1006,2,0.15%
49380,05-04-2015,Medium,11,"3,300","2,636",99,21,544,05-07-2015,Regular Air,Jocasta Rupert,58,3,0.64%
49381,12-13-2015,Not Specified,21,"7,563","6,103",454,53,954,12-16-2015,Regular Air,Stuart Van,592,3,0.69%
49409,08-16-2014,High,28,437,350,26,30,31,08-19-2014,Regular Air,Natalie Webber,461,3,6.86%
49412,03-07-2012,Critical,20,"2,200","1,684",264,25,227,03-10-2012,Delivery Truck,Dennis Bolton,15,3,1.13%
49441,09-27-2012,Medium,49,307,265,31,13,-1,09-29-2012,Express Air,Mary O'Rourke,300,2,4.23%
49442,08-09-2015,High,11,84,72,3,11,-3,08-12-2015,Regular Air,Brian DeCherney,739,3,12.90%
49443,01-23-2014,High,41,32,28,2,7,-5,01-25-2014,Regular Air,Nicole Brennan,839,2,22.65%
49472,07-16-2013,Low,23,"2,043","1,605",61,1,375,07-19-2013,Regular Air,Robert Barroso,733,3,0.07%
49472,07-16-2013,Low,9,147,124,6,2,15,07-18-2013,Regular Air,Robert Barroso,869,2,1.38%
49472,07-16-2013,Low,15,149,129,10,3,7,07-19-2013,Regular Air,Robert Barroso,751,3,2.00%
49477,11-29-2014,Medium,9,"1,296","1,126",26,9,135,12-01-2014,Regular Air,Grant Carroll,819,2,0.67%
49479,07-27-2014,Medium,46,"1,400","1,177",140,39,43,07-30-2014,Delivery Truck,Victor Price,360,3,2.82%
49504,11-16-2012,Not Specified,45,"4,312","3,444",561,8,299,11-18-2012,Regular Air,Larry Blacks,709,2,0.19%
49505,01-21-2012,Critical,12,364,315,22,7,20,01-23-2012,Regular Air,Harold Ryan,983,2,1.94%
49505,01-21-2012,Critical,34,94,82,6,3,3,01-24-2012,Express Air,Harold Ryan,751,3,3.17%
49510,03-20-2015,Critical,16,245,211,15,2,17,03-23-2015,Regular Air,Luke Weiss,1041,3,0.80%
49511,04-20-2012,High,35,107,89,4,4,11,04-22-2012,Express Air,Eugene Moren,905,2,3.49%
49538,03-17-2013,Low,29,92,74,10,8,-1,03-20-2013,Regular Air,Darren Budd,460,3,9.11%
49541,01-16-2012,Medium,35,98,79,0,8,11,01-19-2012,Regular Air,Joe Elijah,579,3,8.39%
49575,12-16-2013,High,12,"1,420","1,420",99,4,-104,12-18-2013,Regular Air,Kalyca Meade,573,2,0.32%
49600,03-07-2014,Low,33,"5,565","4,799",723,16,26,03-09-2014,Regular Air,Troy Blackwell,522,2,0.29%
49601,01-26-2014,Low,15,"2,025","1,535",40,45,404,01-28-2014,Delivery Truck,Mark Cousins,135,2,2.22%
49602,03-08-2015,Not Specified,31,80,63,3,99,-86,03-10-2015,Delivery Truck,Andrew Roberts,36,2,124.76%
49607,05-04-2012,Medium,6,"21,318","18,385","1,705",13,"1,215",05-07-2012,Regular Air,Georgia Rosenberg,62,3,0.06%
49634,03-23-2015,Not Specified,3,425,340,30,3,52,03-26-2015,Regular Air,Sally Knutson,348,3,0.70%
49634,03-23-2015,Not Specified,39,225,182,18,7,19,03-26-2015,Regular Air,Sally Knutson,546,3,3.00%
49634,03-23-2015,Not Specified,45,41,33,1,2,5,03-25-2015,Regular Air,Sally Knutson,996,2,5.41%
49638,08-07-2013,Medium,17,267,231,19,10,7,08-10-2013,Regular Air,Jack O'Briant,504,3,3.65%
49666,08-06-2012,Low,46,"1,491","1,116",194,5,176,08-09-2012,Express Air,Jasper Cacioppo,747,3,0.36%
49668,12-02-2012,Low,25,"1,583","1,350",127,1,104,12-05-2012,Regular Air,Michelle Ellison,854,3,0.09%
49730,01-04-2012,High,3,765,607,61,45,52,01-06-2012,Delivery Truck,Dave Hallsten,119,2,5.88%
49735,09-23-2012,Not Specified,32,264,226,16,7,15,09-26-2012,Regular Air,Mitch Willingham,252,3,2.56%
49760,10-01-2014,Medium,3,"8,428","6,754","1,011",8,654,10-04-2014,Regular Air,Denise Monton,565,3,0.09%
49760,10-01-2014,Medium,38,"1,508","1,213",181,14,101,10-03-2014,Express Air,Denise Monton,507,2,0.90%
49760,10-01-2014,Medium,13,43,36,1,9,-3,10-03-2014,Regular Air,Denise Monton,115,2,20.85%
49761,01-24-2014,Not Specified,45,"10,350","8,295","1,035",9,"1,011",01-27-2014,Regular Air,Lisa DeCherney,526,3,0.09%
49762,06-15-2014,High,35,261,212,31,1,17,06-17-2014,Regular Air,Fred Chung,958,2,0.47%
49763,02-13-2014,Critical,8,"1,710","1,326",51,2,331,02-16-2014,Regular Air,Brad Norvell,876,3,0.12%
49763,02-13-2014,Critical,6,45,39,0,127,-121,02-15-2014,Delivery Truck,Brad Norvell,9,2,280.06%
49764,10-03-2013,Low,37,283,228,28,5,22,10-06-2013,Express Air,Benjamin Farhat,457,3,1.79%
49767,11-08-2013,Critical,7,"5,499","4,759",605,11,123,11-10-2013,Regular Air,John Murray,1059,2,0.20%
49767,11-08-2013,Critical,43,145,126,17,2,-1,11-10-2013,Regular Air,John Murray,777,2,1.44%
49767,11-08-2013,Critical,39,677,579,88,21,-12,11-11-2013,Regular Air,John Murray,293,3,3.10%
49797,03-08-2014,Not Specified,27,333,282,0,7,43,03-10-2014,Regular Air,Lena Radford,497,2,2.25%
49797,03-08-2014,Not Specified,26,323,260,32,12,19,03-10-2014,Express Air,Lena Radford,1118,2,3.80%
49798,12-08-2015,Critical,29,"1,405","1,058",56,5,285,12-10-2015,Regular Air,Lisa Ryan,457,2,0.36%
49798,12-08-2015,Critical,5,154,133,18,86,-83,12-11-2015,Delivery Truck,Lisa Ryan,16,3,55.65%
49799,08-24-2012,High,12,"1,505","1,148",0,13,343,08-26-2012,Regular Air,Keith Dawkins,57,2,0.90%
49799,08-24-2012,High,4,470,379,33,128,-71,08-26-2012,Delivery Truck,Keith Dawkins,7,2,27.33%
49824,03-22-2014,High,33,404,337,8,8,51,03-24-2014,Express Air,Erica Hernandez,204,2,1.97%
49828,08-30-2014,Medium,39,"2,352","1,879",94,10,369,09-01-2014,Express Air,Ed Braxton,811,2,0.42%
49830,07-09-2012,Critical,16,816,706,33,13,64,07-12-2012,Express Air,Ionia McGrath,566,3,1.65%
49830,07-09-2012,Critical,31,721,624,14,30,53,07-12-2012,Regular Air,Ionia McGrath,201,3,4.16%
49831,08-23-2013,Critical,18,103,88,2,7,6,08-25-2013,Regular Air,Brenda Bowman,384,2,6.60%
49862,09-12-2015,Not Specified,24,"1,236","1,001",124,1,111,09-14-2015,Regular Air,Nora Price,1089,2,0.06%
49889,12-12-2015,Critical,21,541,463,65,3,10,12-14-2015,Express Air,Philip Fox,948,2,0.56%
49889,12-12-2015,Critical,47,69,60,8,11,-10,12-14-2015,Regular Air,Philip Fox,739,2,15.68%
49891,09-12-2012,Not Specified,19,98,80,11,1,7,09-15-2012,Regular Air,Darrin Sayre,767,3,0.76%
49891,09-12-2012,Not Specified,40,30,25,0,2,2,09-15-2012,Regular Air,Darrin Sayre,768,3,7.55%
49892,02-10-2014,Low,26,273,203,8,74,-13,02-13-2014,Regular Air,Bill Eplett,1257,3,26.97%
49921,02-17-2014,Low,5,"1,585","1,271",127,27,161,02-19-2014,Delivery Truck,Claudia Miner,60,2,1.69%
49921,02-17-2014,Low,1,727,589,44,9,86,02-19-2014,Regular Air,Claudia Miner,612,2,1.26%
49924,05-25-2014,Critical,48,"1,053",838,105,8,101,05-28-2014,Regular Air,Edward Nazzal,1231,3,0.77%
49924,05-25-2014,Critical,13,204,177,22,7,-3,05-27-2014,Regular Air,Edward Nazzal,1218,2,3.37%
49925,01-22-2013,High,1,420,336,34,1,49,01-25-2013,Regular Air,Adam Hart,1133,3,0.25%
49927,07-20-2015,Not Specified,26,"2,089","1,636",42,7,404,07-22-2015,Regular Air,Parhena Norris,851,2,0.36%
49927,07-20-2015,Not Specified,39,213,181,13,1,18,07-22-2015,Regular Air,Parhena Norris,959,2,0.55%
49927,07-20-2015,Not Specified,28,129,112,14,6,-3,07-22-2015,Regular Air,Parhena Norris,646,2,4.63%
49952,11-19-2014,High,12,12,10,1,9,-7,11-22-2014,Express Air,Beth Thompson,83,3,70.97%
49953,03-17-2015,Not Specified,36,288,239,35,10,4,03-20-2015,Express Air,Toby Carlisle,811,3,3.44%
49953,03-17-2015,Not Specified,18,186,159,24,10,-7,03-19-2015,Regular Air,Toby Carlisle,562,2,5.25%
49954,02-27-2015,Critical,36,"2,331","1,837",256,13,224,03-01-2015,Regular Air,Claire Good,200,2,0.58%
49984,05-11-2012,Low,14,239,206,7,2,24,05-14-2012,Regular Air,Sara Luxemburg,977,3,0.93%
49984,05-11-2012,Low,32,53,46,2,13,-7,05-13-2012,Regular Air,Sara Luxemburg,975,2,23.68%
49986,10-14-2013,Critical,39,244,212,17,1,14,10-17-2013,Regular Air,Joseph Airdo,893,3,0.57%
49987,01-19-2014,High,4,"1,725","1,307",69,78,270,01-21-2014,Delivery Truck,Tanja Norvell,33,2,4.54%
