Order ID,Order Date,Order Priority,Order Quantity,Total Sales,Total Cost of Good sold,Total Discount,Total Shipping Cost,Margin,Ship Date,Ship Mode,Customer Name,Product ID,Product category,Product Subcategory,Part des frais de port,,TOP 100,
48706,10-30-2015,Low,28,227,190,27,1,8,11-02-2015,Regular Air,Erica Hernandez,1137,Office Supplies,Rubber Bands,0.46%,,,
48706,10-30-2015,Low,18,187,151,22,17,-3,11-02-2015,Regular Air,Erica Hernandez,1250,Office Supplies,Paper,8.96%,,,
48742,04-17-2015,Not Specified,42,551,445,22,2,82,04-19-2015,Regular Air,Roger Demir,639,Office Supplies,Binders and Binder Accessories,0.41%,,,
48774,08-09-2015,High,31,350,305,21,94,-71,08-11-2015,Delivery Truck,Dionis Lloyd,213,Furniture,Chairs & Chairmats,26.96%,,,
48801,10-13-2015,High,43,465,366,9,17,72,10-16-2015,Regular Air,Cassandra Brandow,398,Furniture,Office Furnishings,3.58%,,,
48803,11-09-2015,Critical,19,639,553,45,7,34,11-12-2015,Regular Air,Christopher Martinez,576,Office Supplies,"Scissors, Rulers and Trimmers",1.10%,,,
48868,06-13-2015,Not Specified,43,"7,862","5,794",786,6,"1,276",06-16-2015,Regular Air,Paul Stevenson,123,Technology,Telephones and Communication,0.08%,,,
48868,06-13-2015,Not Specified,47,376,324,26,53,-27,06-15-2015,Express Air,Paul Stevenson,34,Office Supplies,Storage & Organization,13.98%,,,
48902,10-23-2015,Medium,7,49,42,1,11,-5,10-25-2015,Regular Air,Benjamin Patterson,1059,Office Supplies,Paper,22.80%,,,
48993,05-31-2015,Low,17,"6,084","4,942",669,9,463,06-03-2015,Express Air,Russell D'Ascenzo,1139,Office Supplies,Paper,0.15%,,,
49029,05-20-2015,High,49,740,633,59,6,41,05-23-2015,Express Air,Jim Sink,123,Technology,Telephones and Communication,0.81%,,,
49062,04-11-2015,Low,33,439,328,0,3,108,04-14-2015,Regular Air,Ed Braxton,948,Office Supplies,Pens & Art Supplies,0.69%,,,
49094,09-03-2015,Critical,31,28,24,1,6,-3,09-06-2015,Regular Air,Brian Stugart,354,Technology,Computer Peripherals,21.49%,,,
49153,07-28-2015,Medium,31,"6,300","5,118",441,45,696,07-30-2015,Delivery Truck,Barbara Fisher,336,Furniture,Chairs & Chairmats,0.71%,,,
49190,12-11-2015,High,4,280,210,34,3,34,12-13-2015,Regular Air,Evan Henry,748,Office Supplies,Paper,1.07%,,,
49255,06-22-2015,High,20,266,230,32,40,-36,06-25-2015,Delivery Truck,Mark Cousins,1256,Furniture,Bookcases,15.16%,,,
49344,12-30-2015,Low,31,590,441,0,6,144,01-02-2016,Regular Air,Maribeth Yedwab,372,Technology,Computer Peripherals,1.02%,,,
49344,12-30-2015,Low,1,619,482,74,37,27,01-01-2016,Regular Air,Maribeth Yedwab,131,Office Supplies,"Scissors, Rulers and Trimmers",5.93%,,,
49350,08-22-2015,High,50,375,302,7,17,48,08-25-2015,Regular Air,Laura Armstrong,1250,Office Supplies,Paper,4.47%,,,
49351,03-30-2015,Low,27,833,618,67,1,147,04-01-2015,Regular Air,Michelle Moray,1006,Office Supplies,Pens & Art Supplies,0.15%,,,
49380,05-04-2015,Medium,11,"3,300","2,636",99,21,544,05-07-2015,Regular Air,Jocasta Rupert,58,Technology,Office Machines,0.64%,,,
49381,12-13-2015,Not Specified,21,"7,563","6,103",454,53,954,12-16-2015,Regular Air,Stuart Van,592,Office Supplies,Storage & Organization,0.69%,,,
49442,08-09-2015,High,11,84,72,3,11,-3,08-12-2015,Regular Air,Brian DeCherney,739,Office Supplies,Binders and Binder Accessories,12.90%,,,
49510,03-20-2015,Critical,16,245,211,15,2,17,03-23-2015,Regular Air,Luke Weiss,1041,Office Supplies,Pens & Art Supplies,0.80%,,,
49602,03-08-2015,Not Specified,31,80,63,3,99,-86,03-10-2015,Delivery Truck,Andrew Roberts,36,Furniture,Bookcases,124.76%,,,
49634,03-23-2015,Not Specified,3,425,340,30,3,52,03-26-2015,Regular Air,Sally Knutson,348,Technology,Computer Peripherals,0.70%,,,
49634,03-23-2015,Not Specified,39,225,182,18,7,19,03-26-2015,Regular Air,Sally Knutson,546,Office Supplies,Appliances,3.00%,,,
49634,03-23-2015,Not Specified,45,41,33,1,2,5,03-25-2015,Regular Air,Sally Knutson,996,Office Supplies,Binders and Binder Accessories,5.41%,,,
49798,12-08-2015,Critical,29,"1,405","1,058",56,5,285,12-10-2015,Regular Air,Lisa Ryan,457,Office Supplies,"Scissors, Rulers and Trimmers",0.36%,,,
49798,12-08-2015,Critical,5,154,133,18,86,-83,12-11-2015,Delivery Truck,Lisa Ryan,16,Furniture,Chairs & Chairmats,55.65%,,,
49862,09-12-2015,Not Specified,24,"1,236","1,001",124,1,111,09-14-2015,Regular Air,Nora Price,1089,Office Supplies,Labels,0.06%,,,
49889,12-12-2015,Critical,21,541,463,65,3,10,12-14-2015,Express Air,Philip Fox,948,Office Supplies,Pens & Art Supplies,0.56%,,,
49889,12-12-2015,Critical,47,69,60,8,11,-10,12-14-2015,Regular Air,Philip Fox,739,Office Supplies,Binders and Binder Accessories,15.68%,,,
49927,07-20-2015,Not Specified,26,"2,089","1,636",42,7,404,07-22-2015,Regular Air,Parhena Norris,851,Office Supplies,Binders and Binder Accessories,0.36%,,,
49927,07-20-2015,Not Specified,39,213,181,13,1,18,07-22-2015,Regular Air,Parhena Norris,959,Office Supplies,Rubber Bands,0.55%,,,
49927,07-20-2015,Not Specified,28,129,112,14,6,-3,07-22-2015,Regular Air,Parhena Norris,646,Furniture,Office Furnishings,4.63%,,,
49953,03-17-2015,Not Specified,36,288,239,35,10,4,03-20-2015,Express Air,Toby Carlisle,811,Office Supplies,Paper,3.44%,,,
49953,03-17-2015,Not Specified,18,186,159,24,10,-7,03-19-2015,Regular Air,Toby Carlisle,562,Technology,Computer Peripherals,5.25%,,,
49954,02-27-2015,Critical,36,"2,331","1,837",256,13,224,03-01-2015,Regular Air,Claire Good,200,Technology,Telephones and Communication,0.58%,,,
50017,11-20-2015,Low,24,"1,487","1,204",193,53,37,11-22-2015,Regular Air,Vivek Grady,323,Office Supplies,Storage & Organization,3.53%,,,
50017,11-20-2015,Low,43,168,146,17,13,-8,11-23-2015,Regular Air,Vivek Grady,343,Office Supplies,Pens & Art Supplies,8.00%,,,
50055,10-18-2015,Medium,1,186,147,0,12,28,10-21-2015,Regular Air,Jack O'Briant,1247,Office Supplies,Binders and Binder Accessories,6.26%,,,
50055,10-18-2015,Medium,11,5,5,1,7,-7,10-20-2015,Regular Air,Jack O'Briant,1180,Office Supplies,Paper,136.39%,,,
50144,06-07-2015,Critical,36,514,446,67,14,-13,06-10-2015,Express Air,Michael Dominguez,337,Office Supplies,Binders and Binder Accessories,2.65%,,,
50148,02-01-2015,Medium,9,"2,752","2,213",0,21,518,02-03-2015,Regular Air,Roy Phan,58,Technology,Office Machines,0.76%,,,
50181,05-30-2015,High,2,"4,355","3,797",261,43,254,06-02-2015,Delivery Truck,Odella Nelson,185,Furniture,Chairs & Chairmats,0.99%,,,
50308,10-18-2015,Low,19,"6,798","5,466",884,1,447,10-21-2015,Regular Air,Liz Willingham,767,Office Supplies,Labels,0.01%,,,
50370,11-06-2015,Critical,25,"1,365","1,087",0,8,270,11-09-2015,Express Air,Marc Crier,1231,Office Supplies,Binders and Binder Accessories,0.59%,,,
50403,05-12-2015,Not Specified,38,"15,301","12,346","1,071",9,"1,875",05-14-2015,Regular Air,Katherine Ducich,725,Office Supplies,Binders and Binder Accessories,0.06%,,,
50403,05-12-2015,Not Specified,22,201,174,22,2,3,05-14-2015,Regular Air,Katherine Ducich,789,Office Supplies,Paper,1.19%,,,
50433,01-19-2015,Critical,50,166,127,22,27,-9,01-22-2015,Delivery Truck,Jennifer Halladay,60,Technology,Office Machines,16.14%,,,
50466,06-28-2015,Critical,32,56,48,4,23,-18,07-01-2015,Express Air,Toby Grace,332,Office Supplies,Binders and Binder Accessories,40.26%,,,
50471,01-03-2015,Low,25,207,179,6,42,-21,01-06-2015,Delivery Truck,Deborah Brumfield,189,Furniture,Chairs & Chairmats,20.37%,,,
50503,11-21-2015,Medium,28,28,21,2,30,-25,11-24-2015,Regular Air,Sanjit Chand,408,Technology,Telephones and Communication,107.47%,,,
50532,08-14-2015,Medium,10,422,357,13,4,49,08-16-2015,Regular Air,Richard Bierner,550,Office Supplies,Binders and Binder Accessories,1.06%,,,
50532,08-14-2015,Medium,22,250,214,30,2,3,08-16-2015,Regular Air,Richard Bierner,889,Office Supplies,Paper,0.78%,,,
50564,03-02-2015,High,30,"1,454","1,138",145,30,140,03-04-2015,Regular Air,Julie Prescott,70,Office Supplies,Binders and Binder Accessories,2.06%,,,
50565,08-30-2015,High,43,"3,629","3,164",436,19,11,09-01-2015,Regular Air,Sylvia Foulston,1186,Office Supplies,Envelopes,0.51%,,,
50567,02-05-2015,Medium,22,"4,800","3,886",624,45,245,02-08-2015,Delivery Truck,Vivek Sundaresam,336,Furniture,Chairs & Chairmats,0.94%,,,
50721,02-27-2015,High,33,"7,273","5,888",436,30,918,03-01-2015,Regular Air,Jennifer Halladay,84,Office Supplies,Binders and Binder Accessories,0.41%,,,
50758,07-12-2015,Medium,17,"10,065","8,617",302,10,"1,135",07-15-2015,Express Air,Ritsa Hightower,1005,Office Supplies,Paper,0.10%,,,
50784,02-10-2015,High,20,"1,826","1,402",110,8,306,02-12-2015,Regular Air,Chuck Magee,297,Technology,Computer Peripherals,0.45%,,,
50818,10-06-2015,Medium,34,744,641,97,13,-8,10-09-2015,Regular Air,Neoma Murray,62,Technology,Telephones and Communication,1.81%,,,
50822,02-07-2015,Medium,6,724,605,94,37,-12,02-09-2015,Regular Air,Carol Darley,1262,Furniture,Chairs & Chairmats,5.07%,,,
50822,02-07-2015,Medium,37,"1,657","1,657",33,4,-37,02-09-2015,Express Air,Carol Darley,510,Technology,Computer Peripherals,0.26%,,,
50849,10-04-2015,Low,47,29,25,2,14,-11,10-06-2015,Express Air,Larry Tron,1117,Office Supplies,Paper,47.76%,,,
50883,06-01-2015,Low,35,114,98,2,45,-32,06-03-2015,Delivery Truck,Pauline Chand,50,Furniture,Chairs & Chairmats,39.63%,,,
50914,07-03-2015,Critical,49,72,57,3,13,-2,07-05-2015,Regular Air,Carlos Daly,187,Technology,Telephones and Communication,18.75%,,,
50950,12-30-2015,Not Specified,35,366,283,48,7,29,01-01-2016,Express Air,Tony Molinari,464,Office Supplies,Storage & Organization,1.85%,,,
50950,12-30-2015,Not Specified,6,116,95,9,45,-34,01-02-2016,Delivery Truck,Tony Molinari,414,Furniture,Chairs & Chairmats,38.96%,,,
50977,06-11-2015,Low,1,472,378,33,14,47,06-14-2015,Express Air,Thomas Thornton,507,Office Supplies,Paper,2.87%,,,
50978,03-31-2015,High,4,480,417,34,15,14,04-03-2015,Regular Air,Cindy Stewart,314,Office Supplies,Storage & Organization,3.12%,,,
50982,04-16-2015,High,23,111,85,8,1,17,04-18-2015,Regular Air,Clay Ludtke,799,Office Supplies,Labels,0.68%,,,
51044,01-18-2015,Low,19,"1,325","1,073",27,1,225,01-20-2015,Regular Air,Linda Southworth,971,Office Supplies,Pens & Art Supplies,0.09%,,,
51044,01-18-2015,Low,17,"8,924","7,696","1,160",2,66,01-21-2015,Regular Air,Linda Southworth,820,Office Supplies,Envelopes,0.02%,,,
51044,01-18-2015,Low,26,168,146,17,21,-15,01-21-2015,Delivery Truck,Linda Southworth,351,Furniture,Chairs & Chairmats,12.65%,,,
51107,09-25-2015,Not Specified,36,393,319,0,4,69,09-27-2015,Regular Air,Luke Foster,718,Office Supplies,Binders and Binder Accessories,1.14%,,,
51109,11-08-2015,High,28,461,372,28,2,59,11-10-2015,Regular Air,Theresa Coyne,889,Office Supplies,Paper,0.42%,,,
51111,02-09-2015,Not Specified,1,"1,004",740,30,9,225,02-11-2015,Regular Air,Eric Murdock,222,Technology,Telephones and Communication,0.88%,,,
51140,09-14-2015,Low,28,"6,552","5,268",393,8,882,09-16-2015,Regular Air,Sean O'Donnell,775,Office Supplies,Appliances,0.12%,,,
51140,09-14-2015,Low,14,122,98,2,3,19,09-17-2015,Regular Air,Sean O'Donnell,258,Technology,Computer Peripherals,2.44%,,,
51140,09-14-2015,Low,3,633,514,82,37,0,09-17-2015,Regular Air,Sean O'Donnell,168,Furniture,Office Furnishings,5.81%,,,
51175,08-14-2015,High,28,"2,964","2,408",237,7,312,08-16-2015,Regular Air,Katherine Hughes,468,Office Supplies,Appliances,0.23%,,,
51175,08-14-2015,High,3,"1,168",946,70,37,116,08-17-2015,Regular Air,Katherine Hughes,44,Technology,Copiers and Fax,3.15%,,,
51202,04-13-2015,High,4,"2,100","1,792",168,11,129,04-15-2015,Regular Air,Jim Epp,1222,Office Supplies,Paper,0.55%,,,
51202,04-13-2015,High,34,23,20,3,8,-8,04-16-2015,Regular Air,Jim Epp,910,Office Supplies,Paper,36.72%,,,
51205,12-10-2015,High,17,411,329,25,2,55,12-12-2015,Express Air,Nat Carroll,690,Office Supplies,Binders and Binder Accessories,0.54%,,,
51205,12-10-2015,High,5,220,192,0,15,14,12-13-2015,Regular Air,Nat Carroll,582,Office Supplies,Envelopes,6.69%,,,
51237,03-10-2015,Medium,26,200,171,8,9,12,03-12-2015,Regular Air,John Lucas,89,Technology,Telephones and Communication,4.49%,,,
51239,02-23-2015,Low,48,45,39,5,90,-89,02-26-2015,Delivery Truck,Katharine Harms,358,Furniture,Tables,198.41%,,,
51267,05-03-2015,Low,46,761,656,84,54,-33,05-05-2015,Delivery Truck,Corey Lock,114,Furniture,Bookcases,7.07%,,,
51269,01-12-2015,High,2,"4,094","3,315",0,4,775,01-14-2015,Regular Air,Mitch Gastineau,803,Office Supplies,Binders and Binder Accessories,0.11%,,,
51269,01-12-2015,Critical,20,17,15,2,11,-11,01-15-2015,Regular Air,Mitch Gastineau,455,Furniture,Office Furnishings,65.42%,,,
51297,11-11-2015,Low,41,"3,296","2,641",330,4,320,11-13-2015,Express Air,Tom Prescott,803,Office Supplies,Binders and Binder Accessories,0.14%,,,
51333,10-04-2015,Not Specified,25,"2,429","2,102",243,15,69,10-07-2015,Regular Air,Theone Pippenger,891,Office Supplies,Paper,0.61%,,,
51333,10-04-2015,Not Specified,30,711,593,92,50,-26,10-06-2015,Delivery Truck,Theone Pippenger,607,Technology,Office Machines,7.09%,,,
51365,08-07-2015,High,35,227,194,25,8,-1,08-10-2015,Regular Air,Theone Pippenger,1232,Furniture,Office Furnishings,3.69%,,,
51365,08-07-2015,High,35,206,176,27,78,-74,08-10-2015,Delivery Truck,Theone Pippenger,26,Furniture,Tables,37.79%,,,
51424,01-09-2015,Not Specified,48,234,190,30,1,12,01-11-2015,Regular Air,Tony Sayre,940,Office Supplies,Rubber Bands,0.51%,,,
51424,01-09-2015,Not Specified,5,126,108,9,11,-2,01-12-2015,Regular Air,Tony Sayre,498,Office Supplies,Storage & Organization,8.40%,,,
51489,03-03-2015,Critical,5,"4,661","3,614",0,11,"1,036",03-06-2015,Regular Air,Berenike Kampe,1210,Office Supplies,Paper,0.24%,,,
51489,03-03-2015,Critical,42,"1,456","1,111",87,21,237,03-05-2015,Regular Air,Berenike Kampe,152,Furniture,Office Furnishings,1.44%,,,
51489,03-03-2015,Critical,22,25,21,3,2,-2,03-06-2015,Regular Air,Berenike Kampe,1115,Office Supplies,Rubber Bands,9.40%,,,
51556,10-27-2015,High,10,"3,036","2,458",61,6,511,10-30-2015,Express Air,Frank Atkinson,880,Office Supplies,Pens & Art Supplies,0.21%,,,
51559,03-04-2015,Low,34,50,43,6,6,-5,03-06-2015,Regular Air,David Philippe,574,Office Supplies,Pens & Art Supplies,12.29%,,,
51620,03-08-2015,Medium,12,36,29,1,7,-1,03-10-2015,Regular Air,Ben Peterman,464,Office Supplies,Storage & Organization,18.95%,,,
51648,01-01-2015,Low,45,"6,947","5,439",278,30,"1,200",01-03-2015,Regular Air,Roy Skaria,478,Technology,Computer Peripherals,0.43%,,,
51648,01-01-2015,Low,50,"2,250","1,919",247,4,78,01-04-2015,Regular Air,Roy Skaria,1224,Office Supplies,Paper,0.20%,,,
51747,07-05-2015,Medium,3,46,35,1,1,9,07-08-2015,Regular Air,Harold Pawlan,1082,Office Supplies,Labels,1.64%,,,
51813,12-21-2015,Not Specified,13,883,713,88,53,30,12-23-2015,Regular Air,Lena Creighton,456,Office Supplies,Storage & Organization,5.94%,,,
51872,04-23-2015,Medium,37,946,813,76,6,52,04-26-2015,Regular Air,Shui Tom,127,Technology,Telephones and Communication,0.62%,,,
51872,04-23-2015,Medium,11,"2,384","2,384",0,2,-2,04-25-2015,Express Air,Shui Tom,377,Technology,Telephones and Communication,0.08%,,,
51872,04-23-2015,Medium,10,84,62,10,37,-26,04-25-2015,Regular Air,Shui Tom,1258,Furniture,Chairs & Chairmats,43.89%,,,
51876,03-06-2015,Critical,2,"5,352","4,097",696,8,552,03-08-2015,Regular Air,Victor Price,164,Technology,Telephones and Communication,0.14%,,,
51940,10-17-2015,High,11,338,289,37,7,5,10-20-2015,Regular Air,Ivan Gibson,742,Technology,Computer Peripherals,1.95%,,,
51970,01-11-2015,Not Specified,1,630,503,50,84,-8,01-13-2015,Delivery Truck,Allen Rosenblatt,362,Technology,Office Machines,13.37%,,,
52003,02-18-2015,Low,2,"2,339","1,790",304,8,237,02-21-2015,Regular Air,Charles Crestani,164,Technology,Telephones and Communication,0.32%,,,
52003,02-18-2015,Low,11,"2,178","1,751",131,165,131,02-21-2015,Delivery Truck,Charles Crestani,33,Furniture,Tables,7.59%,,,
52007,04-14-2015,Medium,25,131,97,17,1,16,04-16-2015,Regular Air,Alejandro Grove,1156,Office Supplies,Labels,0.57%,,,
52007,04-14-2015,Medium,19,72,62,8,69,-66,04-17-2015,Delivery Truck,Alejandro Grove,17,Furniture,Tables,95.21%,,,
52039,08-02-2015,Critical,48,137,119,0,3,15,08-04-2015,Regular Air,Justin MacKendrick,326,Technology,Computer Peripherals,2.17%,,,
52068,01-13-2015,Not Specified,21,"24,322","19,492","2,432",55,"2,342",01-16-2015,Delivery Truck,Peter Fuller,157,Furniture,Bookcases,0.23%,,,
52068,01-13-2015,Not Specified,17,"1,221",972,122,22,105,01-15-2015,Delivery Truck,Peter Fuller,341,Furniture,Chairs & Chairmats,1.76%,,,
52068,01-13-2015,Not Specified,31,177,154,11,4,8,01-16-2015,Regular Air,Peter Fuller,883,Office Supplies,Binders and Binder Accessories,2.53%,,,
52068,01-13-2015,Not Specified,47,164,142,3,25,-6,01-15-2015,Delivery Truck,Peter Fuller,15,Technology,Office Machines,15.24%,,,
52130,09-05-2015,Low,13,"4,009","3,245",0,8,755,09-07-2015,Regular Air,Carlos Soltero,1004,Office Supplies,Binders and Binder Accessories,0.20%,,,
52130,09-05-2015,Low,36,54,46,7,28,-28,09-07-2015,Regular Air,Carlos Soltero,505,Furniture,Office Furnishings,53.03%,,,
52164,04-13-2015,Not Specified,30,"10,469","8,064",0,13,"2,391",04-15-2015,Regular Air,John Lucas,171,Technology,Telephones and Communication,0.13%,,,
52197,08-04-2015,Critical,23,606,449,12,3,141,08-07-2015,Regular Air,Maxwell Schwartz,966,Office Supplies,Rubber Bands,0.50%,,,
52197,08-04-2015,Critical,6,91,74,7,10,-1,08-06-2015,Regular Air,Maxwell Schwartz,206,Office Supplies,Storage & Organization,11.36%,,,
52225,04-12-2015,Critical,10,"1,392","1,119",28,4,240,04-14-2015,Regular Air,Dana Kaydos,557,Furniture,Office Furnishings,0.31%,,,
52225,04-12-2015,Critical,33,122,99,10,16,-3,04-15-2015,Regular Air,Dana Kaydos,522,Office Supplies,Paper,13.20%,,,
52230,08-30-2015,Critical,29,"5,772","4,689",462,87,534,09-01-2015,Delivery Truck,Adrian Shami,269,Furniture,Chairs & Chairmats,1.51%,,,
52290,05-21-2015,Low,7,"1,967","1,660",216,30,60,05-24-2015,Regular Air,Dennis Kane,447,Office Supplies,Binders and Binder Accessories,1.52%,,,
52290,05-21-2015,Low,28,"1,211","1,041",157,7,5,05-23-2015,Regular Air,Dennis Kane,236,Technology,Telephones and Communication,0.62%,,,
52320,09-24-2015,Low,41,150,123,20,2,6,09-26-2015,Regular Air,Roland Murray,890,Office Supplies,Pens & Art Supplies,1.01%,,,
52324,06-29-2015,Not Specified,4,272,206,27,45,-6,07-01-2015,Delivery Truck,Hallie Redmond,50,Furniture,Chairs & Chairmats,16.55%,,,
52325,07-14-2015,Not Specified,23,289,235,29,23,3,07-17-2015,Regular Air,Paul MacIntyre,332,Office Supplies,Binders and Binder Accessories,7.80%,,,
52419,09-18-2015,High,32,129,111,15,13,-10,09-21-2015,Regular Air,Chuck Magee,102,Office Supplies,Storage & Organization,10.03%,,,
52516,01-05-2015,High,19,"6,000","5,155",660,7,177,01-08-2015,Express Air,Scot Coram,576,Office Supplies,"Scissors, Rulers and Trimmers",0.12%,,,
52516,01-05-2015,High,50,25,21,3,84,-84,01-08-2015,Delivery Truck,Scot Coram,193,Technology,Office Machines,338.19%,,,
52518,04-03-2015,Critical,8,"2,783","2,238",306,6,233,04-06-2015,Regular Air,Roy Phan,373,Technology,Computer Peripherals,0.22%,,,
52519,04-29-2015,High,6,"12,340","10,270","1,481",9,580,05-01-2015,Regular Air,Bill Eplett,633,Office Supplies,Appliances,0.08%,,,
52580,08-28-2015,High,16,"7,062","5,698",424,3,937,08-31-2015,Regular Air,Katherine Ducich,501,Technology,Computer Peripherals,0.04%,,,
52580,08-28-2015,High,23,368,308,11,2,46,08-30-2015,Regular Air,Katherine Ducich,876,Office Supplies,Envelopes,0.57%,,,
52645,03-07-2015,Low,11,840,729,101,3,6,03-09-2015,Regular Air,Alan Hwang,681,Office Supplies,Pens & Art Supplies,0.41%,,,
52645,03-07-2015,Low,10,64,52,6,5,1,03-10-2015,Regular Air,Alan Hwang,224,Office Supplies,Appliances,8.16%,,,
52673,05-08-2015,Medium,4,"2,464","1,988",172,9,295,05-11-2015,Regular Air,Ruben Dartt,1106,Office Supplies,Binders and Binder Accessories,0.35%,,,
52673,05-08-2015,Medium,14,168,134,17,13,3,05-10-2015,Regular Air,Ruben Dartt,78,Technology,Telephones and Communication,8.05%,,,
52676,08-28-2015,High,46,17,15,0,9,-7,08-30-2015,Regular Air,Amy Hunt,782,Office Supplies,Paper,51.10%,,,
52678,07-29-2015,High,3,76,67,6,80,-76,08-01-2015,Delivery Truck,Jonathan Doherty,600,Office Supplies,Storage & Organization,104.23%,,,
52706,07-09-2015,Low,34,"2,250","1,762",67,2,418,07-12-2015,Express Air,Harry Greene,432,Office Supplies,Binders and Binder Accessories,0.10%,,,
52837,01-18-2015,Critical,32,162,130,18,30,-16,01-20-2015,Regular Air,Julie Kriz,25,Office Supplies,Storage & Organization,18.54%,,,
52932,05-12-2015,Low,3,4,3,0,10,-9,05-15-2015,Regular Air,Joni Blumstein,811,Office Supplies,Paper,250.63%,,,
52995,03-15-2015,Not Specified,8,19,17,1,9,-8,03-17-2015,Regular Air,Nat Gilpin,1249,Office Supplies,Binders and Binder Accessories,48.38%,,,
52999,04-25-2015,Not Specified,5,"1,558","1,224",93,6,235,04-28-2015,Express Air,Eugene Hildebrand,646,Furniture,Office Furnishings,0.39%,,,
52999,04-25-2015,Not Specified,39,38,32,3,3,0,04-27-2015,Regular Air,Eugene Hildebrand,672,Office Supplies,Paper,8.50%,,,
52999,04-25-2015,Not Specified,7,355,304,46,9,-4,04-28-2015,Regular Air,Eugene Hildebrand,1131,Office Supplies,Paper,2.39%,,,
53024,05-12-2015,Not Specified,46,183,152,7,8,15,05-15-2015,Regular Air,Ritsa Hightower,161,Technology,Telephones and Communication,4.11%,,,
53024,05-12-2015,Not Specified,9,27,23,3,22,-21,05-15-2015,Regular Air,Ritsa Hightower,680,Furniture,Office Furnishings,80.30%,,,
53026,02-26-2015,Low,35,21,18,1,6,-5,02-28-2015,Regular Air,Adrian Shami,771,Office Supplies,"Scissors, Rulers and Trimmers",28.81%,,,
53120,05-17-2015,Not Specified,5,"6,945","5,989",833,1,121,05-20-2015,Regular Air,Cindy Chapman,999,Office Supplies,Paper,0.02%,,,
53156,03-10-2015,Not Specified,47,"6,027","4,830",603,1,593,03-13-2015,Regular Air,Bryan Davis,875,Office Supplies,Labels,0.02%,,,
53188,11-05-2015,High,22,"2,376","1,910",238,10,218,11-07-2015,Regular Air,Dorris Love,428,Office Supplies,Storage & Organization,0.42%,,,
53216,12-04-2015,High,36,108,94,9,13,-8,12-07-2015,Regular Air,Roy Skaria,1065,Office Supplies,Paper,12.18%,,,
53221,02-26-2015,Not Specified,29,140,109,18,6,8,02-28-2015,Regular Air,Art Ferguson,664,Furniture,Office Furnishings,4.00%,,,
53223,07-14-2015,Low,2,654,506,72,8,69,07-16-2015,Regular Air,Stewart Visinsky,1231,Office Supplies,Binders and Binder Accessories,1.24%,,,
53285,05-24-2015,Critical,6,"14,239","11,223",854,30,"2,132",05-26-2015,Regular Air,Eudokia Martin,253,Office Supplies,Binders and Binder Accessories,0.21%,,,
53378,07-13-2015,Medium,38,"15,000","12,397","1,200",30,"1,373",07-15-2015,Regular Air,Mitch Willingham,465,Furniture,Office Furnishings,0.20%,,,
53378,07-13-2015,Medium,49,"1,291","1,049",77,8,157,07-15-2015,Regular Air,Mitch Willingham,164,Technology,Telephones and Communication,0.58%,,,
53378,07-13-2015,Medium,50,936,748,122,17,49,07-15-2015,Express Air,Mitch Willingham,138,Technology,Copiers and Fax,1.87%,,,
53445,10-24-2015,High,8,336,291,7,13,25,10-26-2015,Regular Air,Odella Nelson,683,Office Supplies,Pens & Art Supplies,4.01%,,,
53445,10-24-2015,High,21,93,75,3,2,14,10-26-2015,Regular Air,Odella Nelson,869,Office Supplies,Rubber Bands,2.17%,,,
53477,05-05-2015,High,36,"8,126","6,579",650,8,889,05-08-2015,Regular Air,Joy Smith,367,Office Supplies,Paper,0.09%,,,
53477,05-05-2015,High,27,"3,070","2,477",246,97,250,05-08-2015,Delivery Truck,Joy Smith,27,Furniture,Chairs & Chairmats,3.16%,,,
53477,05-05-2015,High,28,"1,366","1,178",137,30,21,05-08-2015,Regular Air,Joy Smith,49,Office Supplies,Storage & Organization,2.20%,,,
53477,05-05-2015,High,32,652,552,13,112,-25,05-08-2015,Delivery Truck,Joy Smith,113,Furniture,Chairs & Chairmats,17.11%,,,
53536,10-30-2015,High,5,804,662,0,84,58,11-01-2015,Delivery Truck,Sanjit Chand,613,Furniture,Tables,10.48%,,,
53536,10-30-2015,High,35,594,476,77,11,29,11-01-2015,Regular Air,Sanjit Chand,455,Furniture,Office Furnishings,1.91%,,,
53571,03-15-2015,Not Specified,21,285,248,20,4,13,03-18-2015,Regular Air,Dan Campbell,898,Office Supplies,Binders and Binder Accessories,1.57%,,,
53574,04-09-2015,Medium,8,24,18,1,53,-47,04-11-2015,Regular Air,Scot Coram,103,Office Supplies,Storage & Organization,217.12%,,,
53600,07-10-2015,Medium,8,455,381,18,9,47,07-12-2015,Express Air,Roland Black,1106,Office Supplies,Binders and Binder Accessories,1.89%,,,
53635,07-18-2015,Not Specified,33,229,198,25,3,3,07-21-2015,Regular Air,Raymond Fair,653,Office Supplies,"Scissors, Rulers and Trimmers",1.26%,,,
53667,05-17-2015,Medium,16,111,95,13,2,1,05-20-2015,Regular Air,Steve Carroll,235,Technology,Telephones and Communication,1.49%,,,
53667,05-17-2015,Medium,33,41,36,5,9,-9,05-20-2015,Regular Air,Steve Carroll,1249,Office Supplies,Binders and Binder Accessories,22.70%,,,
53698,06-16-2015,Medium,10,480,411,0,1,68,06-18-2015,Express Air,Tamara Chand,784,Office Supplies,Pens & Art Supplies,0.22%,,,
